Gene,Regulation,Timepoint
DNAJB1,Up,1h
DNAJB11,Up,1h
DNAJB2,Up,1h
DNAJB5,Up,1h
DNAJB6,Up,1h
DNAJB9,Up,1h
DNAJC11,Up,1h
DNAJC15,Up,1h
DNAJC18,Up,1h
DNAJC19,Up,1h
DNAJC2,Up,1h
DNAJC21,Up,1h
DNAJC25-GNG10,Up,1h
DNAJC30,Up,1h
DNAJC5,Up,1h
DNAJC7,Up,1h
DNAJC8,Up,1h
DNAL1,Up,1h
DND1,Up,1h
DNLZ,Up,1h
DNM1,Up,1h
DNM2,Up,1h
DNMBP,Up,1h
DNMT1,Up,1h
DNMT3A,Up,1h
DNPEP,Up,1h
DNPH1,Up,1h
DNTTIP1,Up,1h
DNTTIP2,Up,1h
DOCK2,Up,1h
DOCK6,Up,1h
DOCK8,Up,1h
DOHH,Up,1h
DOK1,Up,1h
DOK3,Up,1h
DOT1L,Up,1h
DPCD,Up,1h
DPF2,Up,1h
DPH1,Up,1h
DPH2,Up,1h
DPH7,Up,1h
DPM2,Up,1h
DPP3,Up,1h
DPP7,Up,1h
DPP9,Up,1h
DPY19L1P1,Up,1h
DPY30,Up,1h
DPYSL3,Up,1h
DR1,Up,1h
DRAP1,Up,1h
DRG1,Up,1h
DRG2,Up,1h
DROSHA,Up,1h
DSCR3,Up,1h
DSE,Up,1h
DSTN,Up,1h
DTD1,Up,1h
DTL,Up,1h
DTNB,Up,1h
DTX4,Up,1h
DUS1L,Up,1h
DUS2,Up,1h
DUS3L,Up,1h
DUSP10,Up,1h
DUSP14,Up,1h
DUSP23,Up,1h
DUSP3,Up,1h
DUSP4,Up,1h
DUSP7,Up,1h
DUXAP10,Up,1h
DVL1,Up,1h
DVL2,Up,1h
DVL3,Up,1h
DYNC1H1,Up,1h
DYNC1LI1,Up,1h
DYNC1LI2,Up,1h
DYNLL1,Up,1h
DYNLL1-AS1,Up,1h
DYNLL2,Up,1h
DYNLRB1,Up,1h
DYNLT1,Up,1h
DYNLT3,Up,1h
DYRK1A,Up,1h
DYRK2,Up,1h
E2F1,Up,1h
E2F2,Up,1h
E2F4,Up,1h
E2F6,Up,1h
E4F1,Up,1h
EAF1,Up,1h
EARS2,Up,1h
EBF1,Up,1h
EBNA1BP2,Up,1h
EBP,Up,1h
EBPL,Up,1h
ECH1,Up,1h
ECHDC1,Up,1h
ECHDC2,Up,1h
ECHS1,Up,1h
ECI1,Up,1h
ECM1,Up,1h
EDC3,Up,1h
EDC4,Up,1h
EDEM2,Up,1h
EDEM3,Up,1h
EDF1,Up,1h
EEA1,Up,1h
EEF1A1,Up,1h
EEF1A2,Up,1h
EEF1B2,Up,1h
EEF1D,Up,1h
EEF1G,Up,1h
EEF2,Up,1h
EEPD1,Up,1h
EFHD2,Up,1h
EFNA4,Up,1h
EFNB1,Up,1h
EFTUD2,Up,1h
EGLN2,Up,1h
EHBP1L1,Up,1h
EHD1,Up,1h
EHD4,Up,1h
EHMT1,Up,1h
EHMT2,Up,1h
EI24,Up,1h
EIF1,Up,1h
EIF1AD,Up,1h
EIF1AX,Up,1h
EIF1AY,Up,1h
EIF2A,Up,1h
EIF2B4,Up,1h
EIF2B5,Up,1h
EIF2S1,Up,1h
EIF3A,Up,1h
EIF3B,Up,1h
EIF3C,Up,1h
EIF3D,Up,1h
EIF3E,Up,1h
EIF3F,Up,1h
EIF3G,Up,1h
EIF3H,Up,1h
EIF3I,Up,1h
EIF3J,Up,1h
EIF3K,Up,1h
EIF3L,Up,1h
EIF3M,Up,1h
EIF4A1,Up,1h
EIF4A3,Up,1h
EIF4B,Up,1h
EIF4E,Up,1h
EIF4E2,Up,1h
EIF4ENIF1,Up,1h
EIF4G1,Up,1h
EIF4G2,Up,1h
EIF4H,Up,1h
EIF5,Up,1h
EIF5A,Up,1h
EIF5AL1,Up,1h
EIF5B,Up,1h
EIF6,Up,1h
ELAC1,Up,1h
ELAC2,Up,1h
ELANE,Up,1h
ELAVL1,Up,1h
ELF1,Up,1h
ELF4,Up,1h
ELK3,Up,1h
ELL,Up,1h
ELMO1,Up,1h
ELMO2,Up,1h
ELMOD3,Up,1h
ELOF1,Up,1h
ELOVL1,Up,1h
ELP6,Up,1h
EMB,Up,1h
EMC1,Up,1h
EMC10,Up,1h
EMC3,Up,1h
EMC6,Up,1h
EMC7,Up,1h
EMC8,Up,1h
EMG1,Up,1h
EMILIN1,Up,1h
EMILIN2,Up,1h
EML2,Up,1h
EMP1,Up,1h
EMP3,Up,1h
ENAH,Up,1h
ENDOG,Up,1h
ENG,Up,1h
ENGASE,Up,1h
ENKD1,Up,1h
ENO1,Up,1h
ENO2,Up,1h
ENOX1,Up,1h
ENSA,Up,1h
ENTHD2,Up,1h
ENTPD6,Up,1h
ENY2,Up,1h
EOMES,Up,1h
EPB41,Up,1h
EPB41L2,Up,1h
EPB41L4A-AS1,Up,1h
EPC1,Up,1h
EPHB2,Up,1h
EPHX1,Up,1h
EPN1,Up,1h
EPS15,Up,1h
EPS15L1,Up,1h
EPSTI1,Up,1h
ERC1,Up,1h
ERCC1,Up,1h
ERCC3,Up,1h
ERCC5,Up,1h
ERF,Up,1h
ERGIC3,Up,1h
ERH,Up,1h
ERI3,Up,1h
ERICH1,Up,1h
ERLIN1,Up,1h
ERMAP,Up,1h
ERMARD,Up,1h
ERN1,Up,1h
ERP29,Up,1h
ESAM,Up,1h
ESD,Up,1h
ESF1,Up,1h
ESRRA,Up,1h
ESYT1,Up,1h
ETHE1,Up,1h
ETS2,Up,1h
ETV3,Up,1h
ETV6,Up,1h
EVI2A,Up,1h
EVI5L,Up,1h
EWSR1,Up,1h
EXD2,Up,1h
EXO1,Up,1h
EXO5,Up,1h
EXOC3,Up,1h
EXOC7,Up,1h
EXOSC10,Up,1h
EXOSC2,Up,1h
EXOSC4,Up,1h
EXOSC7,Up,1h
EXOSC9,Up,1h
EXT2,Up,1h
EXTL3,Up,1h
EZH1,Up,1h
EZH2,Up,1h
EZR,Up,1h
F2R,Up,1h
F8,Up,1h
FABP5,Up,1h
FADD,Up,1h
FADS2,Up,1h
FADS3,Up,1h
FAF1,Up,1h
FAF2,Up,1h
FAH,Up,1h
FAM102A,Up,1h
FAM103A1,Up,1h
FAM104A,Up,1h
FAM104B,Up,1h
FAM109A,Up,1h
FAM110B,Up,1h
FAM117A,Up,1h
FAM118A,Up,1h
FAM118B,Up,1h
FAM120A,Up,1h
FAM120AOS,Up,1h
FAM120B,Up,1h
FAM122C,Up,1h
FAM126A,Up,1h
FAM127A,Up,1h
FAM127B,Up,1h
FAM129B,Up,1h
FAM131A,Up,1h
FAM133DP,Up,1h
FAM134A,Up,1h
FAM134C,Up,1h
FAM136A,Up,1h
FAM13B,Up,1h
FAM160A2,Up,1h
FAM160B2,Up,1h
FAM168B,Up,1h
FAM171A2,Up,1h
FAM171B,Up,1h
FAM177A1,Up,1h
FAM184A,Up,1h
FAM192A,Up,1h
FAM195B,Up,1h
FAM203A,Up,1h
FAM20C,Up,1h
FAM212B,Up,1h
FAM213B,Up,1h
FAM214B,Up,1h
FAM219B,Up,1h
FAM21C,Up,1h
FAM225A,Up,1h
FAM225B,Up,1h
FAM32A,Up,1h
FAM3C,Up,1h
FAM43A,Up,1h
FAM45A,Up,1h
FAM46C,Up,1h
FAM50A,Up,1h
FAM53B,Up,1h
FAM53C,Up,1h
FAM58A,Up,1h
FAM63A,Up,1h
FAM72C,Up,1h
FAM76A,Up,1h
FAM78A,Up,1h
FAM83G,Up,1h
FAM86A,Up,1h
FAM86B1,Up,1h
FAM86C1,Up,1h
FAM89B,Up,1h
FAM96A,Up,1h
FAM96B,Up,1h
FAM98A,Up,1h
FANCA,Up,1h
FANCB,Up,1h
FANCC,Up,1h
FANCI,Up,1h
FARP2,Up,1h
FARSA,Up,1h
FASN,Up,1h
FASTKD5,Up,1h
FAU,Up,1h
FBL,Up,1h
FBRS,Up,1h
FBXL12,Up,1h
FBXL15,Up,1h
FBXL17,Up,1h
FBXL18,Up,1h
FBXL19,Up,1h
FBXL6,Up,1h
FBXO31,Up,1h
FBXO36,Up,1h
FBXO41,Up,1h
FBXO46,Up,1h
FBXO6,Up,1h
FBXO9,Up,1h
FBXW2,Up,1h
FBXW4,Up,1h
FBXW5,Up,1h
FBXW9,Up,1h
FCAR,Up,1h
FCER1G,Up,1h
FCGR1C,Up,1h
FCGRT,Up,1h
FCHO2,Up,1h
FCHSD2,Up,1h
FDFT1,Up,1h
FDPS,Up,1h
FDX1,Up,1h
FDX1L,Up,1h
FEM1A,Up,1h
FEN1,Up,1h
FERMT2,Up,1h
FERMT3,Up,1h
FES,Up,1h
FGD3,Up,1h
FGD6,Up,1h
FGFR1,Up,1h
FGFR1OP,Up,1h
FGFRL1,Up,1h
FGR,Up,1h
FHL3,Up,1h
FHOD1,Up,1h
FIBP,Up,1h
FIP1L1,Up,1h
FIS1,Up,1h
FKBP1A,Up,1h
FKBP2,Up,1h
FKBP8,Up,1h
FLI1,Up,1h
FLII,Up,1h
FLJ31104,Up,1h
FLJ32255,Up,1h
FLNA,Up,1h
FLNB,Up,1h
FLOT1,Up,1h
FLOT2,Up,1h
FLT1,Up,1h
FLYWCH1,Up,1h
FMNL1,Up,1h
FMNL3,Up,1h
FN1,Up,1h
FN3KRP,Up,1h
FNBP1,Up,1h
FNBP4,Up,1h
FNIP1,Up,1h
FNTA,Up,1h
FOCAD,Up,1h
FOS,Up,1h
FOSL2,Up,1h
FOXD1,Up,1h
FOXJ2,Up,1h
FOXK2,Up,1h
FOXO3B,Up,1h
FOXO4,Up,1h
FPGS,Up,1h
FPGT-TNNI3K,Up,1h
FRG1,Up,1h
FRMD4A,Up,1h
FRMD8,Up,1h
FRRS1,Up,1h
FSCN1,Up,1h
FSD1L,Up,1h
FTH1,Up,1h
FTL,Up,1h
FTSJ1,Up,1h
FTSJ3,Up,1h
FTX,Up,1h
FUBP1,Up,1h
FUBP3,Up,1h
FUCA1,Up,1h
FUCA2,Up,1h
FUNDC2,Up,1h
FURIN,Up,1h
FUS,Up,1h
FUT2,Up,1h
FUT7,Up,1h
FUT8,Up,1h
FXR1,Up,1h
FXR2,Up,1h
FYCO1,Up,1h
FZD1,Up,1h
FZD7,Up,1h
FZR1,Up,1h
G3BP1,Up,1h
G6PC3,Up,1h
G6PD,Up,1h
GAA,Up,1h
GAB2,Up,1h
GABARAP,Up,1h
GABRA4,Up,1h
GADD45A,Up,1h
GADD45GIP1,Up,1h
GAK,Up,1h
GAL,Up,1h
GALK1,Up,1h
GALNT1,Up,1h
GALNT10,Up,1h
GALNT2,Up,1h
GALNT7,Up,1h
GALNT9,Up,1h
GANAB,Up,1h
GAPDH,Up,1h
GAS2L1,Up,1h
GAS5,Up,1h
GAS6,Up,1h
GAS7,Up,1h
GATA2,Up,1h
GATAD2A,Up,1h
GATM,Up,1h
GATSL2,Up,1h
GBA2,Up,1h
GBAP1,Up,1h
GCC1,Up,1h
GCC2,Up,1h
GCLM,Up,1h
GCN1L1,Up,1h
GCOM1,Up,1h
GCSH,Up,1h
GDE1,Up,1h
GDF11,Up,1h
GDI1,Up,1h
GDI2,Up,1h
GDPD5,Up,1h
GDPGP1,Up,1h
GEMIN4,Up,1h
GEMIN6,Up,1h
GET4,Up,1h
GFI1,Up,1h
GFM1,Up,1h
GFM2,Up,1h
GFPT1,Up,1h
GFPT2,Up,1h
GGA1,Up,1h
GGA3,Up,1h
GGCT,Up,1h
GGH,Up,1h
GGNBP2,Up,1h
GGPS1,Up,1h
GGT1,Up,1h
GGT7,Up,1h
GHITM,Up,1h
GID8,Up,1h
GIMAP6,Up,1h
GINS2,Up,1h
GINS3,Up,1h
GIPC1,Up,1h
GIT1,Up,1h
GJA9,Up,1h
GJD3,Up,1h
GK,Up,1h
GLA,Up,1h
GLE1,Up,1h
GLIPR2,Up,1h
GLIS2,Up,1h
GLO1,Up,1h
GLRX,Up,1h
GLRX2,Up,1h
GLRX3,Up,1h
GLRX5,Up,1h
GLTPD1,Up,1h
GLTSCR2,Up,1h
GLUD1P3,Up,1h
GLUL,Up,1h
GLYR1,Up,1h
GM2A,Up,1h
GMCL1,Up,1h
GMFG,Up,1h
GMIP,Up,1h
GMPPA,Up,1h
GMPPB,Up,1h
GMPR2,Up,1h
GNA11,Up,1h
GNA12,Up,1h
GNA15,Up,1h
GNAI2,Up,1h
GNAI3,Up,1h
GNAL,Up,1h
GNAS,Up,1h
GNB1,Up,1h
GNB2,Up,1h
GNB2L1,Up,1h
GNG7,Up,1h
GNL2,Up,1h
GNPAT,Up,1h
GNPDA1,Up,1h
GNPNAT1,Up,1h
GNPTG,Up,1h
GOLGA2,Up,1h
GOLGA2P9,Up,1h
GOLGA3,Up,1h
GOLGA5,Up,1h
GOLGA6L22,Up,1h
GOLGA7,Up,1h
GOLGA7B,Up,1h
GOLGA8B,Up,1h
GOLGA8I,Up,1h
GOLGA8N,Up,1h
GOLGA8O,Up,1h
GOLGB1,Up,1h
GOLIM4,Up,1h
GOLM1,Up,1h
GON4L,Up,1h
GORASP1,Up,1h
GORASP2,Up,1h
GOSR2,Up,1h
GPAA1,Up,1h
GPANK1,Up,1h
GPATCH4,Up,1h
GPBP1L1,Up,1h
GPC1,Up,1h
GPC3,Up,1h
GPI,Up,1h
GPKOW,Up,1h
GPN1,Up,1h
GPN2,Up,1h
GPNMB,Up,1h
GPR107,Up,1h
GPR108,Up,1h
GPR132,Up,1h
GPR137,Up,1h
GPR157,Up,1h
GPR183,Up,1h
GPR68,Up,1h
GPR75-ASB3,Up,1h
GPR84,Up,1h
GPR89B,Up,1h
GPRASP2,Up,1h
GPRIN1,Up,1h
GPS1,Up,1h
GPS2,Up,1h
GPSM1,Up,1h
GPSM2,Up,1h
GPSM3,Up,1h
GPX1,Up,1h
GPX4,Up,1h
GRAMD1B,Up,1h
GRAMD4,Up,1h
GRB2,Up,1h
GREB1,Up,1h
GRHPR,Up,1h
GRIN2D,Up,1h
GRIPAP1,Up,1h
GRK6,Up,1h
GRN,Up,1h
GRWD1,Up,1h
GSDMD,Up,1h
GSE1,Up,1h
GSG2,Up,1h
GSK3A,Up,1h
GSK3B,Up,1h
GSN,Up,1h
GSN-AS1,Up,1h
GSPT1,Up,1h
GSPT2,Up,1h
GSR,Up,1h
GSTK1,Up,1h
GSTM3,Up,1h
GSTO1,Up,1h
GSTP1,Up,1h
GSTZ1,Up,1h
GTDC1,Up,1h
GTF2B,Up,1h
GTF2F1,Up,1h
GTF2F2,Up,1h
GTF2H1,Up,1h
GTF2H2,Up,1h
GTF2H2C,Up,1h
GTF2H5,Up,1h
GTF2IRD1,Up,1h
GTF2IRD2,Up,1h
GTF3A,Up,1h
GTF3C1,Up,1h
GTF3C2,Up,1h
GTF3C6,Up,1h
GTPBP1,Up,1h
GTPBP3,Up,1h
GTPBP6,Up,1h
GTSF1,Up,1h
GUCD1,Up,1h
GUCY1A3,Up,1h
GUK1,Up,1h
GUSB,Up,1h
GUSBP3,Up,1h
GVINP1,Up,1h
GYG1,Up,1h
GYG2,Up,1h
GYPC,Up,1h
H1F0,Up,1h
H2AFJ,Up,1h
H2AFV,Up,1h
H2AFX,Up,1h
H2AFY,Up,1h
H3F3A,Up,1h
H3F3B,Up,1h
H6PD,Up,1h
HACL1,Up,1h
HADH,Up,1h
HADHA,Up,1h
HAGH,Up,1h
HAGHL,Up,1h
HARS,Up,1h
HARS2,Up,1h
HAUS4,Up,1h
HAUS7,Up,1h
HAUS8,Up,1h
HAVCR2,Up,1h
HAX1,Up,1h
HCCS,Up,1h
HCFC1,Up,1h
HCK,Up,1h
HCLS1,Up,1h
HCST,Up,1h
HDAC1,Up,1h
HDAC11,Up,1h
HDAC2,Up,1h
HDAC3,Up,1h
HDAC4,Up,1h
HDAC5,Up,1h
HDAC6,Up,1h
HDAC7,Up,1h
HDAC8,Up,1h
HDDC2,Up,1h
HDGF,Up,1h
HDHD1,Up,1h
HDHD3,Up,1h
HDLBP,Up,1h
HEBP1,Up,1h
HEBP2,Up,1h
HECTD1,Up,1h
HECTD3,Up,1h
HELQ,Up,1h
HELZ2,Up,1h
HERC2,Up,1h
HERC2P3,Up,1h
HEXA,Up,1h
HEXDC,Up,1h
HEXIM1,Up,1h
HGS,Up,1h
HHIPL1,Up,1h
HIC2,Up,1h
HIF1AN,Up,1h
HIGD1A,Up,1h
HINFP,Up,1h
HINT1,Up,1h
HIP1,Up,1h
HIP1R,Up,1h
HIPK3,Up,1h
HIRA,Up,1h
HIST1H2AB,Up,1h
HIST1H2AC,Up,1h
HIST1H2AH,Up,1h
HIST1H2AJ,Up,1h
HIST1H2BC,Up,1h
HIST1H2BE,Up,1h
HIST1H2BG,Up,1h
HIST1H2BJ,Up,1h
HIST1H2BL,Up,1h
HIST1H3D,Up,1h
HIST1H3H,Up,1h
HIST1H4A,Up,1h
HIST1H4D,Up,1h
HIST1H4E,Up,1h
HIST1H4H,Up,1h
HIST1H4I,Up,1h
HIST1H4K,Up,1h
HIST1H4L,Up,1h
HIST2H2AA3,Up,1h
HIST2H2AA4,Up,1h
HIST2H2AB,Up,1h
HIST2H2AC,Up,1h
HIST2H3A,Up,1h
HIST2H3C,Up,1h
HIST2H3D,Up,1h
HIST2H4A,Up,1h
HIST2H4B,Up,1h
HIST3H2A,Up,1h
HIST3H2BB,Up,1h
HIST4H4,Up,1h
HIVEP1,Up,1h
HK1,Up,1h
HK2,Up,1h
HK3,Up,1h
HLA-A,Up,1h
HLA-B,Up,1h
HLA-C,Up,1h
HLA-DRB1,Up,1h
HLA-E,Up,1h
HLA-H,Up,1h
HM13,Up,1h
HMBS,Up,1h
HMCES,Up,1h
HMG20B,Up,1h
HMGB1,Up,1h
HMGB2,Up,1h
HMGB3,Up,1h
HMGCR,Up,1h
HMGCS1,Up,1h
HMGN1,Up,1h
HMGN2,Up,1h
HMGN4,Up,1h
HMGXB3,Up,1h
HMGXB4,Up,1h
HMHA1,Up,1h
HMOX1,Up,1h
HN1,Up,1h
HN1L,Up,1h
HNRNPA0,Up,1h
HNRNPA1,Up,1h
HNRNPA1P10,Up,1h
HNRNPA2B1,Up,1h
HNRNPA3,Up,1h
HNRNPAB,Up,1h
HNRNPC,Up,1h
HNRNPDL,Up,1h
HNRNPF,Up,1h
HNRNPH1,Up,1h
HNRNPH3,Up,1h
HNRNPK,Up,1h
HNRNPL,Up,1h
HNRNPM,Up,1h
HNRNPU,Up,1h
HNRNPUL1,Up,1h
HNRNPUL2,Up,1h
HNRNPUL2-BSCL2,Up,1h
HOMER2,Up,1h
HOMER3,Up,1h
HOOK2,Up,1h
HOXA9,Up,1h
HPCAL1,Up,1h
HPS1,Up,1h
HPS4,Up,1h
HPS5,Up,1h
HPS6,Up,1h
HRAS,Up,1h
HS1BP3,Up,1h
HS6ST1,Up,1h
HSBP1,Up,1h
HSCB,Up,1h
HSD17B1,Up,1h
HSD17B10,Up,1h
HSD17B4,Up,1h
HSF1,Up,1h
HSP90AA1,Up,1h
HSP90AB1,Up,1h
HSP90B1,Up,1h
HSPA1B,Up,1h
HSPA4,Up,1h
HSPA5,Up,1h
HSPA8,Up,1h
HSPB1,Up,1h
HSPB11,Up,1h
HSPB7,Up,1h
HSPBP1,Up,1h
HSPD1,Up,1h
HSPE1,Up,1h
HSPH1,Up,1h
HTATSF1,Up,1h
HTATSF1P2,Up,1h
HTRA2,Up,1h
HTT,Up,1h
HUS1,Up,1h
HVCN1,Up,1h
HYAL2,Up,1h
HYAL3,Up,1h
HYOU1,Up,1h
IAH1,Up,1h
IBA57,Up,1h
ICA1,Up,1h
ICAM2,Up,1h
ICAM3,Up,1h
ICMT,Up,1h
ICOSLG,Up,1h
ICT1,Up,1h
ID1,Up,1h
ID2,Up,1h
IDH2,Up,1h
IDH3B,Up,1h
IDH3G,Up,1h
IER2,Up,1h
IER3IP1,Up,1h
IER5L,Up,1h
IFFO1,Up,1h
IFFO2,Up,1h
IFI27,Up,1h
IFI27L2,Up,1h
IFI30,Up,1h
IFI35,Up,1h
IFITM1,Up,1h
IFITM10,Up,1h
IFNGR1,Up,1h
IFNGR2,Up,1h
IFRD2,Up,1h
IFT20,Up,1h
IFT27,Up,1h
IFT52,Up,1h
IFT74,Up,1h
IGF2BP2,Up,1h
IGF2R,Up,1h
IGFBP3,Up,1h
IGHMBP2,Up,1h
IGSF8,Up,1h
IK,Up,1h
IKBKE,Up,1h
IKBKG,Up,1h
IKZF1,Up,1h
IL10RA,Up,1h
IL10RB,Up,1h
IL11,Up,1h
IL17RA,Up,1h
IL17RC,Up,1h
IL3RA,Up,1h
IL4I1,Up,1h
IL4R,Up,1h
ILF2,Up,1h
ILF3,Up,1h
ILK,Up,1h
ILKAP,Up,1h
ILVBL,Up,1h
IMP3,Up,1h
IMP4,Up,1h
IMPDH2,Up,1h
INADL,Up,1h
INCA1,Up,1h
INCENP,Up,1h
INF2,Up,1h
ING1,Up,1h
ING2,Up,1h
ING4,Up,1h
INIP,Up,1h
INO80B,Up,1h
INO80E,Up,1h
INPP1,Up,1h
INPP5B,Up,1h
INPP5D,Up,1h
INPP5E,Up,1h
INPP5K,Up,1h
INPPL1,Up,1h
INSR,Up,1h
INTS1,Up,1h
INTS12,Up,1h
INTS3,Up,1h
INTS4,Up,1h
INTS5,Up,1h
INTS9,Up,1h
IP6K1,Up,1h
IP6K2,Up,1h
IPO11,Up,1h
IPO13,Up,1h
IPO4,Up,1h
IPO5,Up,1h
IPO7,Up,1h
IPPK,Up,1h
IQCE,Up,1h
IQGAP1,Up,1h
IQGAP3,Up,1h
IRAK1,Up,1h
IRAK2,Up,1h
IRF2,Up,1h
IRF2BP1,Up,1h
IRF2BPL,Up,1h
IRF3,Up,1h
IRF5,Up,1h
IRF9,Up,1h
IRGQ,Up,1h
IRX3,Up,1h
IRX5,Up,1h
ISCA1,Up,1h
ISCA2,Up,1h
ISCU,Up,1h
ISG15,Up,1h
ISG20L2,Up,1h
ISOC1,Up,1h
ISOC2,Up,1h
ISY1-RAB43,Up,1h
ITGA2,Up,1h
ITGA3,Up,1h
ITGA4,Up,1h
ITGA7,Up,1h
ITGAE,Up,1h
ITGAL,Up,1h
ITGAX,Up,1h
ITGB1,Up,1h
ITGB1BP1,Up,1h
ITGB1BP2,Up,1h
ITGB2,Up,1h
ITGB2-AS1,Up,1h
ITGB3,Up,1h
ITGB5,Up,1h
ITGB7,Up,1h
ITM2B,Up,1h
ITM2C,Up,1h
ITPA,Up,1h
ITPK1,Up,1h
ITPKB,Up,1h
ITPKC,Up,1h
ITPR3,Up,1h
ITPRIP,Up,1h
ITSN1,Up,1h
ITSN2,Up,1h
IVD,Up,1h
IWS1,Up,1h
JADE2,Up,1h
JAG2,Up,1h
JAGN1,Up,1h
JAK2,Up,1h
JMJD4,Up,1h
JMJD6,Up,1h
JMJD8,Up,1h
JOSD1,Up,1h
JOSD2,Up,1h
JRK,Up,1h
JTB,Up,1h
JUN,Up,1h
JUNB,Up,1h
JUND,Up,1h
JUP,Up,1h
KAL1,Up,1h
KANK1,Up,1h
KANK2,Up,1h
KANSL1,Up,1h
KANSL3,Up,1h
KARS,Up,1h
KAT2A,Up,1h
KAT5,Up,1h
KATNA1,Up,1h
KATNB1,Up,1h
KCNAB2,Up,1h
KCNC3,Up,1h
KCNC4,Up,1h
KCNK13,Up,1h
KCNK5,Up,1h
KCNK6,Up,1h
KCNMB1,Up,1h
KCNN4,Up,1h
KCNQ1,Up,1h
KCNQ3,Up,1h
KCNQ4,Up,1h
KCTD10,Up,1h
KCTD11,Up,1h
KCTD12,Up,1h
KCTD18,Up,1h
KCTD3,Up,1h
KCTD5,Up,1h
KCTD7,Up,1h
KDELR1,Up,1h
KDELR2,Up,1h
KDM1A,Up,1h
KDM2A,Up,1h
KDM2B,Up,1h
KDM3A,Up,1h
KDM3B,Up,1h
KDM4A-AS1,Up,1h
KDM4B,Up,1h
KDM5C,Up,1h
KEAP1,Up,1h
KHDRBS1,Up,1h
KHNYN,Up,1h
KHSRP,Up,1h
KIAA0040,Up,1h
KIAA0100,Up,1h
KIAA0226,Up,1h
KIAA0247,Up,1h
KIAA0319L,Up,1h
KIAA0391,Up,1h
KIAA0556,Up,1h
KIAA0895L,Up,1h
KIAA0907,Up,1h
KIAA0930,Up,1h
KIAA1191,Up,1h
KIAA1429,Up,1h
KIAA1522,Up,1h
KIAA1683,Up,1h
KIAA2013,Up,1h
KIF15,Up,1h
KIF17,Up,1h
KIF18B,Up,1h
KIF1C,Up,1h
KIF22,Up,1h
KIF23,Up,1h
KIF2C,Up,1h
KIF3C,Up,1h
KIF4A,Up,1h
KIF5B,Up,1h
KIF9,Up,1h
KIFC1,Up,1h
KIFC2,Up,1h
KIFC3,Up,1h
KIRREL,Up,1h
KITLG,Up,1h
KLB,Up,1h
KLC1,Up,1h
KLF10,Up,1h
KLF13,Up,1h
KLF16,Up,1h
KLF6,Up,1h
KLHDC2,Up,1h
KLHDC3,Up,1h
KLHDC4,Up,1h
KLHL12,Up,1h
KLHL15,Up,1h
KLHL18,Up,1h
KLHL21,Up,1h
KLHL28,Up,1h
KLHL36,Up,1h
KLHL42,Up,1h
KMT2B,Up,1h
KMT2D,Up,1h
KMT2E,Up,1h
KPNA1,Up,1h
KPNA4,Up,1h
KPNA6,Up,1h
KPNB1,Up,1h
KRBA1,Up,1h
KRCC1,Up,1h
KREMEN1,Up,1h
KRI1,Up,1h
KRIT1,Up,1h
KRT10,Up,1h
KRT42P,Up,1h
KRTCAP2,Up,1h
KXD1,Up,1h
KYNU,Up,1h
L3MBTL2,Up,1h
LACC1,Up,1h
LACTB,Up,1h
LAGE3,Up,1h
LAIR1,Up,1h
LAMA5,Up,1h
LAMB3,Up,1h
LAMC1,Up,1h
LAMP1,Up,1h
LAMTOR1,Up,1h
LAMTOR2,Up,1h
LAMTOR4,Up,1h
LAMTOR5,Up,1h
LANCL3,Up,1h
LAP3,Up,1h
LAPTM4A,Up,1h
LAPTM5,Up,1h
LARP1,Up,1h
LARP4,Up,1h
LARP4B,Up,1h
LARS2,Up,1h
LAS1L,Up,1h
LASP1,Up,1h
LAT,Up,1h
LAT2,Up,1h
LATS1,Up,1h
LBH,Up,1h
LCLAT1,Up,1h
LCMT1,Up,1h
LCMT2,Up,1h
LCOR,Up,1h
LCP1,Up,1h
LCP2,Up,1h
LDHA,Up,1h
LDHB,Up,1h
LDLR,Up,1h
LDLRAD3,Up,1h
LDLRAP1,Up,1h
LEMD2,Up,1h
LENG8,Up,1h
LEO1,Up,1h
LEPRE1,Up,1h
LEPREL1,Up,1h
LEPROT,Up,1h
LETM1,Up,1h
LGALS1,Up,1h
LGALS3,Up,1h
LGALS3BP,Up,1h
LGALS9,Up,1h
LGI2,Up,1h
LHX2,Up,1h
LIG1,Up,1h
LILRB1,Up,1h
LILRB3,Up,1h
LILRB4,Up,1h
LIMA1,Up,1h
LIMD1,Up,1h
LIMD2,Up,1h
LIMK1,Up,1h
LIMK2,Up,1h
LIMS3,Up,1h
LIN37,Up,1h
LIN52,Up,1h
LINC00116,Up,1h
LINC00152,Up,1h
LINC00311,Up,1h
LINC00470,Up,1h
LINC00483,Up,1h
LINC00493,Up,1h
LINC00598,Up,1h
LINC00869,Up,1h
LINC00910,Up,1h
LINC00926,Up,1h
LINC00941,Up,1h
LINC00998,Up,1h
LINC01128,Up,1h
LINC01137,Up,1h
LINC01252,Up,1h
LINC01305,Up,1h
LITAF,Up,1h
LLGL2,Up,1h
LLPH,Up,1h
LMAN2,Up,1h
LMBRD1,Up,1h
LMF2,Up,1h
LMNA,Up,1h
LMNB1,Up,1h
LMNB2,Up,1h
LMO2,Up,1h
LMO4,Up,1h
LMO7,Up,1h
LMX1B,Up,1h
LNX1,Up,1h
LOC100093631,Up,1h
LOC100101148,Up,1h
